,code_name,repository,commit_hash,path,start_line,end_line,link,is_from_industry_relevant_project,severities,avg,file
13,com.alibaba.jvm.sandbox.core.enhance.weaver.SingleEventFactory#makeImmediatelyThrowsEvent int|int|Throwable,git@github.com:alibaba/jvm-sandbox.git,5ff3554ce2fcbe5eb9dd0ecc01c31a1d53c3c12e,/sandbox-core/src/main/java/com/alibaba/jvm/sandbox/core/enhance/weaver/SingleEventFactory.java,130,140,https://github.com/alibaba/jvm-sandbox/blob/5ff3554ce2fcbe5eb9dd0ecc01c31a1d53c3c12e/sandbox-core/src/main/java/com/alibaba/jvm/sandbox/core/enhance/weaver/SingleEventFactory.java/#L130-L140,1.0,"[0, 0, 1, 0, 0, 0, 0]",0.14285714285714285,data/SingleEventFactory.java
14,com.alibaba.druid.pool.DruidPooledCallableStatement#getString int,git@github.com:alibaba/druid.git,768469fe4d1340efe1036453366a58c9ab7e30d1,/src/main/java/com/alibaba/druid/pool/DruidPooledCallableStatement.java,80,87,https://github.com/alibaba/druid/blob/768469fe4d1340efe1036453366a58c9ab7e30d1/src/main/java/com/alibaba/druid/pool/DruidPooledCallableStatement.java/#L80-L87,1.0,"[0, 0]",0.0,data/DruidPooledCallableStatement.java
15,com.alibaba.otter.shared.etl.model.EventData#setDdlSchemaName String,git@github.com:alibaba/otter.git,a939897df75ae8aafdcbbbce0205d13ac87d6fdb,/shared/etl/src/main/java/com/alibaba/otter/shared/etl/model/EventData.java,227,229,https://github.com/alibaba/otter/blob/a939897df75ae8aafdcbbbce0205d13ac87d6fdb/shared/etl/src/main/java/com/alibaba/otter/shared/etl/model/EventData.java/#L227-L229,1.0,"[0, 0]",0.0,data/EventData.java
16,com.alibaba.otter.node.etl.model.protobuf.BatchProto.RowData.Builder#clear,git@github.com:alibaba/otter.git,a939897df75ae8aafdcbbbce0205d13ac87d6fdb,/node/etl/src/main/java/com/alibaba/otter/node/etl/model/protobuf/BatchProto.java,4178,4227,https://github.com/alibaba/otter/blob/a939897df75ae8aafdcbbbce0205d13ac87d6fdb/node/etl/src/main/java/com/alibaba/otter/node/etl/model/protobuf/BatchProto.java/#L4178-L4227,1.0,"[0, 0]",0.0,data/BatchProto.java
17,com.alibaba.druid.pool.DruidPooledConnection#prepareCall String,git@github.com:alibaba/druid.git,768469fe4d1340efe1036453366a58c9ab7e30d1,/src/main/java/com/alibaba/druid/pool/DruidPooledConnection.java,534,563,https://github.com/alibaba/druid/blob/768469fe4d1340efe1036453366a58c9ab7e30d1/src/main/java/com/alibaba/druid/pool/DruidPooledConnection.java/#L534-L563,1.0,"[1, 1, 0, 0]",0.5,data/DruidPooledConnection.java
18,com.alibaba.druid.sql.dialect.postgresql.visitor.PGEvalVisitor#incrementAndGetVariantIndex,git@github.com:alibaba/druid.git,768469fe4d1340efe1036453366a58c9ab7e30d1,/src/main/java/com/alibaba/druid/sql/dialect/postgresql/visitor/PGEvalVisitor.java,69,71,https://github.com/alibaba/druid/blob/768469fe4d1340efe1036453366a58c9ab7e30d1/src/main/java/com/alibaba/druid/sql/dialect/postgresql/visitor/PGEvalVisitor.java/#L69-L71,1.0,"[0, 0]",0.0,data/PGEvalVisitor.java
19,com.alibaba.druid.sql.dialect.mysql.visitor.MySqlASTVisitorAdapter#visit MySqlShowDatabasePartitionStatusStatement,git@github.com:alibaba/druid.git,768469fe4d1340efe1036453366a58c9ab7e30d1,/src/main/java/com/alibaba/druid/sql/dialect/mysql/visitor/MySqlASTVisitorAdapter.java,1320,1323,https://github.com/alibaba/druid/blob/768469fe4d1340efe1036453366a58c9ab7e30d1/src/main/java/com/alibaba/druid/sql/dialect/mysql/visitor/MySqlASTVisitorAdapter.java/#L1320-L1323,1.0,"[0, 0]",0.0,data/MySqlASTVisitorAdapter.java
20,com.amazon.pay.response.model.IdList.IdList List<String>,git@github.com:amzn/amazon-pay-sdk-java.git,5a3547d00c796aab8f0c8ac12e0310f7a5c4678a,/src/com/amazon/pay/response/model/IdList.java,69,71,https://github.com/amzn/amazon-pay-sdk-java/blob/5a3547d00c796aab8f0c8ac12e0310f7a5c4678a/src/com/amazon/pay/response/model/IdList.java/#L69-L71,1.0,"[0, 0]",0.0,data/IdList.java
21,backtype.storm.generated.Nimbus.setHostInBlackList_args.findByThriftIdOrThrow int,git@github.com:alibaba/jstorm.git,5d6cde22dbca7df3d6e6830bf94f98a6639ab559,/jstorm-core/src/main/java/backtype/storm/generated/Nimbus.java,55815,55819,https://github.com/alibaba/jstorm/blob/5d6cde22dbca7df3d6e6830bf94f98a6639ab559/jstorm-core/src/main/java/backtype/storm/generated/Nimbus.java/#L55815-L55819,1.0,"[0, 0]",0.0,data/Nimbus.java
22,software.amazon.ion.Timestamp.checkAndCastYear int,git@github.com:amzn/ion-java.git,a19302d1ebcc5e8ca41d19342581364f89d09c1a,/src/software/amazon/ion/Timestamp.java,2649,2657,https://github.com/amzn/ion-java/blob/a19302d1ebcc5e8ca41d19342581364f89d09c1a/src/software/amazon/ion/Timestamp.java/#L2649-L2657,1.0,"[0, 0]",0.0,data/Timestamp.java
23,com.google.android.exoplayer2.offline.SegmentDownloadAction#writeToStream DataOutputStream,git@github.com:amzn/exoplayer-amazon-port.git,90cf56092dca07e8752f8f7e063a0b3b98313942,/library/core/src/main/java/com/google/android/exoplayer2/offline/SegmentDownloadAction.java,101,111,https://github.com/amzn/exoplayer-amazon-port/blob/90cf56092dca07e8752f8f7e063a0b3b98313942/library/core/src/main/java/com/google/android/exoplayer2/offline/SegmentDownloadAction.java/#L101-L111,0.5,"[0, 0]",0.0,data/SegmentDownloadAction.java
24,com.alipay.dw.jstorm.example.newindow.FastWordCountTopNWindowTopology.MergeTopN#execute Tuple|Object|TimeWindow,git@github.com:alibaba/jstorm.git,5d6cde22dbca7df3d6e6830bf94f98a6639ab559,/example/sequence-split-merge/src/main/java/com/alipay/dw/jstorm/example/newindow/FastWordCountTopNWindowTopology.java,235,244,https://github.com/alibaba/jstorm/blob/5d6cde22dbca7df3d6e6830bf94f98a6639ab559/example/sequence-split-merge/src/main/java/com/alipay/dw/jstorm/example/newindow/FastWordCountTopNWindowTopology.java/#L235-L244,1.0,"[0, 0]",0.0,data/FastWordCountTopNWindowTopology.java
25,com.google.android.exoplayer2.SimpleExoPlayer#seekTo int|long,git@github.com:amzn/exoplayer-amazon-port.git,90cf56092dca07e8752f8f7e063a0b3b98313942,/library/core/src/main/java/com/google/android/exoplayer2/SimpleExoPlayer.java,931,936,https://github.com/amzn/exoplayer-amazon-port/blob/90cf56092dca07e8752f8f7e063a0b3b98313942/library/core/src/main/java/com/google/android/exoplayer2/SimpleExoPlayer.java/#L931-L936,0.5,"[0, 0]",0.0,data/SimpleExoPlayer.java
26,backtype.storm.generated.Nimbus.getNettyMetrics_result.getNettyMetrics_resultStandardScheme#read org.apache.thrift.protocol.TProtocol|getNettyMetrics_result,git@github.com:alibaba/jstorm.git,5d6cde22dbca7df3d6e6830bf94f98a6639ab559,/jstorm-core/src/main/java/backtype/storm/generated/Nimbus.java,48412,48438,https://github.com/alibaba/jstorm/blob/5d6cde22dbca7df3d6e6830bf94f98a6639ab559/jstorm-core/src/main/java/backtype/storm/generated/Nimbus.java/#L48412-L48438,1.0,"[0, 0]",0.0,data/Nimbus (1).java
27,com.alibaba.jstorm.utils.PathUtils.rmpath String,git@github.com:alibaba/jstorm.git,5d6cde22dbca7df3d6e6830bf94f98a6639ab559,/jstorm-core/src/main/java/com/alibaba/jstorm/utils/PathUtils.java,99,105,https://github.com/alibaba/jstorm/blob/5d6cde22dbca7df3d6e6830bf94f98a6639ab559/jstorm-core/src/main/java/com/alibaba/jstorm/utils/PathUtils.java/#L99-L105,1.0,"[0, 0]",0.0,data/PathUtils.java
28,backtype.storm.topology.StatefulWindowedBoltExecutor#updateWindowState List<Tuple>|List<Tuple>,git@github.com:alibaba/jstorm.git,5d6cde22dbca7df3d6e6830bf94f98a6639ab559,/jstorm-core/src/main/java/backtype/storm/topology/StatefulWindowedBoltExecutor.java,225,231,https://github.com/alibaba/jstorm/blob/5d6cde22dbca7df3d6e6830bf94f98a6639ab559/jstorm-core/src/main/java/backtype/storm/topology/StatefulWindowedBoltExecutor.java/#L225-L231,1.0,"[0, 0]",0.0,data/StatefulWindowedBoltExecutor.java
29,org.apache.activemq.artemis.ra.ActiveMQRABytesMessage#readInt,git@github.com:apache/activemq-artemis.git,5bd5c610195d6f4a3dd1ac28170727003f8a5a54,/artemis-ra/src/main/java/org/apache/activemq/artemis/ra/ActiveMQRABytesMessage.java,171,178,https://github.com/apache/activemq-artemis/blob/5bd5c610195d6f4a3dd1ac28170727003f8a5a54/artemis-ra/src/main/java/org/apache/activemq/artemis/ra/ActiveMQRABytesMessage.java/#L171-L178,1.0,"[0, 0]",0.0,data/ActiveMQRABytesMessage.java
30,org.apache.activemq.artemis.core.server.impl.MessageReferenceImpl#copy Queue,git@github.com:apache/activemq-artemis.git,5bd5c610195d6f4a3dd1ac28170727003f8a5a54,/artemis-server/src/main/java/org/apache/activemq/artemis/core/server/impl/MessageReferenceImpl.java,137,140,https://github.com/apache/activemq-artemis/blob/5bd5c610195d6f4a3dd1ac28170727003f8a5a54/artemis-server/src/main/java/org/apache/activemq/artemis/core/server/impl/MessageReferenceImpl.java/#L137-L140,1.0,"[0, 0, 0, 0, 2, 0]",0.3333333333333333,data/MessageReferenceImpl.java
31,org.apache.activemq.artemis.jms.example.DummyXid#equals Object,git@github.com:apache/activemq-artemis.git,5bd5c610195d6f4a3dd1ac28170727003f8a5a54,/examples/features/standard/xa-heuristic/src/main/java/org/apache/activemq/artemis/jms/example/DummyXid.java,112,143,https://github.com/apache/activemq-artemis/blob/5bd5c610195d6f4a3dd1ac28170727003f8a5a54/examples/features/standard/xa-heuristic/src/main/java/org/apache/activemq/artemis/jms/example/DummyXid.java/#L112-L143,1.0,"[0, 0]",0.0,data/DummyXid.java
32,org.apache.activemq.artemis.core.server.cluster.qourum.QuorumManager.VoteRunnableHolder.VoteRunnableHolder QuorumVote|List<VoteRunnable>|int,git@github.com:apache/activemq-artemis.git,5bd5c610195d6f4a3dd1ac28170727003f8a5a54,/artemis-server/src/main/java/org/apache/activemq/artemis/core/server/cluster/qourum/QuorumManager.java,277,282,https://github.com/apache/activemq-artemis/blob/5bd5c610195d6f4a3dd1ac28170727003f8a5a54/artemis-server/src/main/java/org/apache/activemq/artemis/core/server/cluster/qourum/QuorumManager.java/#L277-L282,1.0,"[0, 0]",0.0,data/QuorumManager.java
33,org.apache.activemq.artemis.core.client.impl.LargeMessageControllerImpl#getByte long,git@github.com:apache/activemq-artemis.git,5bd5c610195d6f4a3dd1ac28170727003f8a5a54,/artemis-core-client/src/main/java/org/apache/activemq/artemis/core/client/impl/LargeMessageControllerImpl.java,365,373,https://github.com/apache/activemq-artemis/blob/5bd5c610195d6f4a3dd1ac28170727003f8a5a54/artemis-core-client/src/main/java/org/apache/activemq/artemis/core/client/impl/LargeMessageControllerImpl.java/#L365-L373,1.0,"[0, 0]",0.0,data/LargeMessageControllerImpl.java
34,org.apache.activemq.artemis.core.transaction.TransactionDetail.TransactionDetail Xid|Transaction|Long,git@github.com:apache/activemq-artemis.git,5bd5c610195d6f4a3dd1ac28170727003f8a5a54,/artemis-server/src/main/java/org/apache/activemq/artemis/core/transaction/TransactionDetail.java,61,65,https://github.com/apache/activemq-artemis/blob/5bd5c610195d6f4a3dd1ac28170727003f8a5a54/artemis-server/src/main/java/org/apache/activemq/artemis/core/transaction/TransactionDetail.java/#L61-L65,1.0,"[0, 0]",0.0,data/TransactionDetail.java
35,org.apache.activemq.artemis.core.messagecounter.MessageCounter#resetHistory,git@github.com:apache/activemq-artemis.git,5bd5c610195d6f4a3dd1ac28170727003f8a5a54,/artemis-server/src/main/java/org/apache/activemq/artemis/core/messagecounter/MessageCounter.java,256,261,https://github.com/apache/activemq-artemis/blob/5bd5c610195d6f4a3dd1ac28170727003f8a5a54/artemis-server/src/main/java/org/apache/activemq/artemis/core/messagecounter/MessageCounter.java/#L256-L261,1.0,"[0, 0]",0.0,data/MessageCounter.java
36,org.apache.accumulo.proxy.thrift.AccumuloProxy.getNamespaceIteratorSetting_result.getNamespaceIteratorSetting_resultTupleScheme#read org.apache.thrift.protocol.TProtocol|getNamespaceIteratorSetting_result,git@github.com:apache/accumulo.git,f896c98c2356a52dfa2235d2cc02ae556ab17909,/proxy/src/main/java/org/apache/accumulo/proxy/thrift/AccumuloProxy.java,126206,126230,https://github.com/apache/accumulo/blob/f896c98c2356a52dfa2235d2cc02ae556ab17909/proxy/src/main/java/org/apache/accumulo/proxy/thrift/AccumuloProxy.java/#L126206-L126230,1.0,"[1, 1, 2, 0, 1, 0, 1, 0]",0.75,data/AccumuloProxy.java
37,org.apache.accumulo.proxy.thrift.AccumuloProxy.grantSystemPermission_result#getFieldValue _Fields,git@github.com:apache/accumulo.git,f896c98c2356a52dfa2235d2cc02ae556ab17909,/proxy/src/main/java/org/apache/accumulo/proxy/thrift/AccumuloProxy.java,81803,81814,https://github.com/apache/accumulo/blob/f896c98c2356a52dfa2235d2cc02ae556ab17909/proxy/src/main/java/org/apache/accumulo/proxy/thrift/AccumuloProxy.java/#L81803-L81814,1.0,"[0, 0]",0.0,data/AccumuloProxy (1).java
38,org.apache.ambari.server.api.services.StacksService#createStackVersionResource String|String,git@github.com:apache/ambari.git,2bc4779a1e6aabe638101fc8b0e28cd1963d6b13,/ambari-server/src/main/java/org/apache/ambari/server/api/services/StacksService.java,962,969,https://github.com/apache/ambari/blob/2bc4779a1e6aabe638101fc8b0e28cd1963d6b13/ambari-server/src/main/java/org/apache/ambari/server/api/services/StacksService.java/#L962-L969,1.0,"[0, 0]",0.0,data/StacksService.java
39,org.apache.accumulo.proxy.thrift.AccumuloProxy.listNamespaceIterators_result#setOuch1 AccumuloException,git@github.com:apache/accumulo.git,f896c98c2356a52dfa2235d2cc02ae556ab17909,/proxy/src/main/java/org/apache/accumulo/proxy/thrift/AccumuloProxy.java,126929,126932,https://github.com/apache/accumulo/blob/f896c98c2356a52dfa2235d2cc02ae556ab17909/proxy/src/main/java/org/apache/accumulo/proxy/thrift/AccumuloProxy.java/#L126929-L126932,1.0,"[0, 0]",0.0,data/AccumuloProxy (1).java
40,org.apache.ivy.plugins.repository.file.FileRepository#setLocal boolean,git@github.com:apache/ant-ivy.git,4ffcf8f06f238b17e78e8033c3e8278833e452eb,/src/java/org/apache/ivy/plugins/repository/file/FileRepository.java,122,124,https://github.com/apache/ant-ivy/blob/4ffcf8f06f238b17e78e8033c3e8278833e452eb/src/java/org/apache/ivy/plugins/repository/file/FileRepository.java/#L122-L124,1.0,"[0, 0]",0.0,data/FileRepository.java
41,org.apache.ambari.server.orm.entities.ViewResourceEntity#setViewEntity ViewEntity,git@github.com:apache/ambari.git,2bc4779a1e6aabe638101fc8b0e28cd1963d6b13,/ambari-server/src/main/java/org/apache/ambari/server/orm/entities/ViewResourceEntity.java,264,266,https://github.com/apache/ambari/blob/2bc4779a1e6aabe638101fc8b0e28cd1963d6b13/ambari-server/src/main/java/org/apache/ambari/server/orm/entities/ViewResourceEntity.java/#L264-L266,1.0,"[0, 0]",0.0,data/ViewResourceEntity.java
42,org.apache.accumulo.core.data.Key#compareColumnQualifier Text,git@github.com:apache/accumulo.git,f896c98c2356a52dfa2235d2cc02ae556ab17909,/core/src/main/java/org/apache/accumulo/core/data/Key.java,765,768,https://github.com/apache/accumulo/blob/f896c98c2356a52dfa2235d2cc02ae556ab17909/core/src/main/java/org/apache/accumulo/core/data/Key.java/#L765-L768,1.0,"[0, 0]",0.0,data/Key.java
43,org.apache.accumulo.core.tabletserver.thrift.TabletClientService.startScan_result#setTmfeIsSet boolean,git@github.com:apache/accumulo.git,f896c98c2356a52dfa2235d2cc02ae556ab17909,/core/src/main/java/org/apache/accumulo/core/tabletserver/thrift/TabletClientService.java,8196,8200,https://github.com/apache/accumulo/blob/f896c98c2356a52dfa2235d2cc02ae556ab17909/core/src/main/java/org/apache/accumulo/core/tabletserver/thrift/TabletClientService.java/#L8196-L8200,1.0,"[0, 0]",0.0,data/TabletClientService.java
44,org.apache.ambari.server.api.services.RequestScheduleService#deleteRequestSchedule HttpHeaders|UriInfo|String,git@github.com:apache/ambari.git,2bc4779a1e6aabe638101fc8b0e28cd1963d6b13,/ambari-server/src/main/java/org/apache/ambari/server/api/services/RequestScheduleService.java,208,224,https://github.com/apache/ambari/blob/2bc4779a1e6aabe638101fc8b0e28cd1963d6b13/ambari-server/src/main/java/org/apache/ambari/server/api/services/RequestScheduleService.java/#L208-L224,1.0,"[0, 0]",0.0,data/RequestScheduleService.java
45,org.apache.ivy.core.settings.IvySettings#setDefaultBranch String,git@github.com:apache/ant-ivy.git,4ffcf8f06f238b17e78e8033c3e8278833e452eb,/src/java/org/apache/ivy/core/settings/IvySettings.java,968,970,https://github.com/apache/ant-ivy/blob/4ffcf8f06f238b17e78e8033c3e8278833e452eb/src/java/org/apache/ivy/core/settings/IvySettings.java/#L968-L970,1.0,"[0, 0]",0.0,data/IvySettings.java
46,org.apache.ambari.server.api.query.ExtendedResourcePredicateVisitor.ExtendedResourcePredicate#evaluate Resource,git@github.com:apache/ambari.git,2bc4779a1e6aabe638101fc8b0e28cd1963d6b13,/ambari-server/src/main/java/org/apache/ambari/server/api/query/ExtendedResourcePredicateVisitor.java,153,170,https://github.com/apache/ambari/blob/2bc4779a1e6aabe638101fc8b0e28cd1963d6b13/ambari-server/src/main/java/org/apache/ambari/server/api/query/ExtendedResourcePredicateVisitor.java/#L153-L170,1.0,"[0, 0]",0.0,data/ExtendedResourcePredicateVisitor.java
47,org.apache.ivyde.eclipse.NopMessageLogger#setShowProgress boolean,git@github.com:apache/ant-ivyde.git,d7f55c6475627ad6a899e3fbb88eb49f572ba63b,/org.apache.ivyde.eclipse/src/java/org/apache/ivyde/eclipse/NopMessageLogger.java,101,103,https://github.com/apache/ant-ivyde/blob/d7f55c6475627ad6a899e3fbb88eb49f572ba63b/org.apache.ivyde.eclipse/src/java/org/apache/ivyde/eclipse/NopMessageLogger.java/#L101-L103,1.0,"[0, 0]",0.0,data/NopMessageLogger.java
48,org.apache.ivyde.eclipse.resolvevisualizer.ResolveVisualizerView#fillLocalToolBar IToolBarManager,git@github.com:apache/ant-ivyde.git,d7f55c6475627ad6a899e3fbb88eb49f572ba63b,/org.apache.ivyde.eclipse.resolvevisualizer/src/org/apache/ivyde/eclipse/resolvevisualizer/ResolveVisualizerView.java,220,226,https://github.com/apache/ant-ivyde/blob/d7f55c6475627ad6a899e3fbb88eb49f572ba63b/org.apache.ivyde.eclipse.resolvevisualizer/src/org/apache/ivyde/eclipse/resolvevisualizer/ResolveVisualizerView.java/#L220-L226,1.0,"[0, 0]",0.0,data/ResolveVisualizerView.java
49,org.apache.ambari.server.security.encryption.CertificateUtils.getPublicKeyFromFile String,git@github.com:apache/ambari.git,2bc4779a1e6aabe638101fc8b0e28cd1963d6b13,/ambari-server/src/main/java/org/apache/ambari/server/security/encryption/CertificateUtils.java,46,49,https://github.com/apache/ambari/blob/2bc4779a1e6aabe638101fc8b0e28cd1963d6b13/ambari-server/src/main/java/org/apache/ambari/server/security/encryption/CertificateUtils.java/#L46-L49,1.0,"[0, 0]",0.0,data/CertificateUtils.java
50,org.apache.ambari.server.controller.WidgetResponse#setTimeCreated Long,git@github.com:apache/ambari.git,2bc4779a1e6aabe638101fc8b0e28cd1963d6b13,/ambari-server/src/main/java/org/apache/ambari/server/controller/WidgetResponse.java,85,87,https://github.com/apache/ambari/blob/2bc4779a1e6aabe638101fc8b0e28cd1963d6b13/ambari-server/src/main/java/org/apache/ambari/server/controller/WidgetResponse.java/#L85-L87,1.0,"[0, 0]",0.0,data/WidgetResponse.java
51,org.apache.ambari.server.state.quicklinksprofile.LinkAttributeFilter#equals Object,git@github.com:apache/ambari.git,2bc4779a1e6aabe638101fc8b0e28cd1963d6b13,/ambari-server/src/main/java/org/apache/ambari/server/state/quicklinksprofile/LinkAttributeFilter.java,51,57,https://github.com/apache/ambari/blob/2bc4779a1e6aabe638101fc8b0e28cd1963d6b13/ambari-server/src/main/java/org/apache/ambari/server/state/quicklinksprofile/LinkAttributeFilter.java/#L51-L57,1.0,"[0, 0]",0.0,data/LinkAttributeFilter.java
52,org.apache.accumulo.core.master.thrift.TableInfo.TableInfo,git@github.com:apache/accumulo.git,f896c98c2356a52dfa2235d2cc02ae556ab17909,/core/src/main/java/org/apache/accumulo/core/master/thrift/TableInfo.java,194,195,https://github.com/apache/accumulo/blob/f896c98c2356a52dfa2235d2cc02ae556ab17909/core/src/main/java/org/apache/accumulo/core/master/thrift/TableInfo.java/#L194-L195,1.0,"[0, 0]",0.0,data/TableInfo.java
